,ilocy,ilocx,Q10_Gumbel-MM,rlat,rlon,lat,lon,station_name,ratio,model_vals,best_tol
102,720,1161,0.078,2.8986234994689877,17.08311890059295,47.56222222,-71.22888889,L'ETAPE,0.587659698871539,0.12900809938761143,0.971959754334786
103,721,1179,0.337,2.969005325500165,17.91640842882544,47.35583333,-70.03194444,LA POCATIERE,3.0280589646635088,0.10817174996696992,0.971959754334786
104,722,694,0.295,2.9954839618510443,-3.5549138744833266,50.36805556,-102.5708333,BROADVIEW,0.8452197325542296,0.3392350136718623,0.971959754334786
105,722,723,0.24600000000000002,3.00813617049279,-2.2965626638232313,50.45488889,-100.6035,SHOAL LAKE CS,1.0242947763560462,0.2334309469164423,0.971959754334786
106,722,760,0.267,3.00386083349919,-0.6602998402221041,50.49945667,-98.036675,OAKPOINT MARINE,0.9221470837953242,0.281422843457138,0.971959754334786
107,723,594,0.255,3.044709334204974,-8.003371579967343,49.90251389,-109.4661278,MAPLE CREEK,0.6567042316709424,0.3774145580343414,0.971959754334786
108,724,564,0.273,3.098874115547959,-9.29527030155278,49.73418611,-111.4502778,BOW ISLAND,0.7639563547280084,0.34733006838835373,0.971959754334786
109,724,891,0.15,3.0628444493427165,5.168536441565418,50.29361111,-88.90527778,ARMSTRONG (AUT),1.3121755632456502,0.11110857970072108,0.971959754334786
110,725,651,0.316,3.132735896199253,-5.4551941435774065,50.332506945000006,-105.5520875,MOOSE JAW A,0.7893697458078319,0.3890943173347359,0.971959754334786
111,725,774,0.218,3.133343547615983,-0.03176152251228218,50.63333333,-97.05,GIMLI CLIMATE,0.814950542224211,0.2600001048734666,0.971959754334786
112,726,489,0.12300000000000001,3.1702303156207052,-12.649133317055378,49.08168944,-116.50068030000001,CRESTON CAMPBELL SCIENTIFIC,1.0310881217672057,0.11594649114789277,0.971959754334786
113,726,545,0.4320000000000001,3.165022329592455,-10.172827418272798,49.63027778,-112.7988889,LETHBRIDGE,1.2716473997959872,0.3301910686405609,0.971959754334786
114,726,664,0.348,3.1730632556920284,-4.8820645473925355,50.43222222,-104.6661111,REGINA INTL A,0.8655249345496311,0.39079404995363537,0.971959754334786
115,726,732,0.075,3.1903525258318917,-1.8675652895921906,50.65500167,-99.94194667,WASAGAMING,0.42153640643461643,0.1729316387917157,0.971959754334786
