,ilocy,ilocx,TJan2.5 (degC),rlat,rlon,lat,lon,station_name,ratio,model_vals,best_tol
183,755,674,240.34999999999997,4.473443711760957,-4.46219952097385,51.7667,-104.2,WYNYARD COMPOSITE,1.0069120341420907,239.7836087821892,1.0045392189423983
184,755,1227,248.29999999999998,4.445044427450817,20.02310898011014,47.98665,-66.33375,CHARLO A,1.0072304919781048,247.63655394660108,1.0045392189423983
185,757,395,267.95,4.531847882450481,-16.812356613135417,49.195,-123.182,VANCOUVER INT'L A,1.0298500101655428,261.3645492631967,1.0045392189423983
186,757,477,260.54999999999995,4.535658879917492,-13.17156524054139,50.2694,-117.81700000000001,NAKUSP CS,1.078010199743361,242.79240916064782,1.0045392189423983
187,757,621,239.54999999999998,4.543253953489351,-6.782143420224657,51.5667,-107.917,ROSETOWN EAST,0.9932208065731395,242.2798317404472,1.0045392189423983
188,757,1195,249.14999999999998,4.5562730774171545,18.628454874362962,48.6,-68.2167,MONT-JOLI A,1.0198895453892658,245.40005094764714,1.0045392189423983
189,757,1332,256.54999999999995,4.547908489350023,24.68599969266512,46.1667,-60.0481,SYDNEY A,0.9718646124318562,265.17534780364514,1.0045392189423983
190,758,1314,258.84999999999997,4.588363646646774,23.89393865227279,46.55,-61.05,GRAND ETANG,0.9701634055280236,268.0218356429533,1.0045392189423983
191,759,603,240.45,4.610409614867476,-7.570753106418941,51.5167,-109.18299999999999,KINDERSLEY A,0.9939550496855686,243.01044123787062,1.0045392189423983
192,759,1207,246.45,4.623485216674943,19.159314658896264,48.4719,-67.4347,AMQUI,1.0065129633287488,245.96671829202538,1.0045392189423983
193,760,386,273.04999999999995,4.6804039159776645,-17.19704074591602,49.2087,-123.811,ENTRANCE ISLAND,1.007446787232864,272.2619568678239,1.0045392189423983
194,760,716,240.24999999999997,4.685995917015492,-2.6066397449072016,52.115,-101.23299999999999,SWAN RIVER RCS,1.002960409851074,240.62818928889422,1.0045392189423983
195,760,1250,251.74999999999997,4.662707364772209,21.02564696281144,47.8022,-64.8333,BAS CARAQUET,0.9591199284487827,263.6716648957141,1.0045392189423983
196,761,1241,250.45,4.7250359023055095,20.634839340816264,48.0119,-65.3317,NEW CARLISLE 1,1.0095045338697273,249.2181450832295,1.0045392189423983
197,761,1315,258.84999999999997,4.704626271084214,23.916315122938823,46.645,-60.9472,CHETICAMP CS,0.974125321034755,266.9317501643739,1.0045392189423983
198,762,517,248.64999999999998,4.776113762780571,-11.383973530791646,50.9425,-115.19,NAKISKA RIDGETOP,1.0239571052889893,243.9347073230502,1.0045392189423983
199,762,531,248.14999999999998,4.76924219822372,-10.75830623635522,51.0761,-114.22200000000001,COP UPPER,1.0147924800516424,245.64274182231873,1.0045392189423983
200,762,534,244.95,4.778503714622416,-10.625797002736029,51.1139,-114.02,CALGARY INT'L A,1.0013401473206172,245.73256384291795,1.0045392189423983
201,763,529,243.24999999999997,4.816583810372801,-10.845805340030955,51.1031,-114.374,SPRINGBANK A,0.9949095702979909,245.60439692478835,1.0045392189423983
202,764,395,270.54999999999995,4.8334767565191905,-16.7885490023161,49.4878,-123.29899999999999,HOWE SOUND - PAM ROCKS,1.0509930163637327,258.5917141725398,1.0045392189423983
203,764,590,242.14999999999998,4.864690176494659,-8.17501403860561,51.6697,-110.206,ESTHER 1,0.9998210258304696,243.29271497851778,1.0045392189423983
204,764,774,239.64999999999998,4.859701908610029,-0.013483923037703209,52.3597,-97.022,BERENS RIVER CS,1.0073095522538384,238.99090729448443,1.0045392189423983
205,764,1005,239.14999999999998,4.867225533571088,10.195801801040979,51.2917,-80.6181,MOOSONEE RCS,0.9978004294990889,240.7651340966815,1.0045392189423983
206,765,382,272.75,4.890221179886947,-17.364549459480404,49.3503,-124.16,BALLENAS ISLAND,1.0346398283924807,264.81492829464554,1.0045392189423983
207,765,520,243.54999999999998,4.895315794269252,-11.275867224351858,51.0833,-115.06700000000001,BOW VALLEY,1.0003938453298622,244.5592082713686,1.0045392189423983
208,765,1322,258.34999999999997,4.883307348938683,24.243318232091806,46.6628,-60.4064,INGONISH BEACH RCS,0.9881088241287974,262.6458755113197,1.0045392189423983
209,766,555,240.74999999999997,4.927662707280547,-9.731934430373395,51.4453,-112.677,DRUMHELLER EAST,0.988080579575076,244.76021688877526,1.0045392189423983
210,766,1252,252.54999999999998,4.942492261216898,21.153051514564137,48.0089,-64.4942,MISCOU ISLAND (AUT),0.9511527103889535,266.72518195333635,1.0045392189423983
211,768,371,267.15,5.029600711219969,-17.847530458627244,49.3166,-124.927,PORT ALBERNI (AUT),1.0327914014030706,259.8420668257742,1.0045392189423983
212,768,640,238.74999999999997,5.039762809078846,-5.965341609252919,52.1667,-106.71700000000001,SASKATOON DIEFENBAKER INT'L A,0.996726504278083,240.6214116842476,1.0045392189423983
213,768,900,236.04999999999998,5.02058830583224,5.562715540897963,52.1961,-87.9361,LANSDOWNE HOUSE (AUT),0.993041940092529,238.78294869324324,1.0045392189423983
214,769,514,244.74999999999997,5.073148425232085,-11.547266050899315,51.1934,-115.552,BANFF CS,1.0106202135466822,243.2773167808752,1.0045392189423983
215,769,1191,245.45,5.058478584630331,18.448044213540186,49.1333,-68.2,BAIE-COMEAU A,1.007640585477976,244.69454172734967,1.0045392189423983
216,771,424,257.04999999999995,5.179901437774616,-15.499962761096826,50.2244,-121.58200000000001,LYTTON COMPOSITE,1.0514099625089774,245.59098300054262,1.0045392189423983
217,771,1296,257.15,5.165470743191601,23.067861791370248,47.4253,-61.7747,ILES DE LA MADELEINE,0.9575821002211412,269.75990893249013,1.0045392189423983
218,772,459,255.64999999999998,5.207853828775503,-13.959067681366966,50.703,-119.291,SALMON ARM CS,1.056309002151987,243.12057437684598,1.0045392189423983
